OBSID,teacher_turn_idx,teacher_text,student_turn_idx,student_text,alt_dialogic_teaching,alt_productive_failure,alt_uptake,alt_pressing_for_reasoning
924,187,"No, but good try though. Who's next on Student J's team? Student T?",186,"Yes. Five and seven ninths, five and eleven eighteenths, and five and one half.",I see you started with five and seven-ninths; walk us through your thinking—how did you decide that was the smallest value in the set?,"Take a look at the order you’ve chosen and compare seven-ninths to one-half. If you were to change all of those fractions so they had a common denominator of eighteen, would they still land in that same spot on the number line? Give that a quick check and see what you find.","[teacher] You’ve placed five and seven ninths, five and eleven eighteenths, and then five and one half; walk us through your thinking—how did you compare those different denominators to decide on that specific order?",Can you explain your thinking—how did you compare those fractions to determine that this was the order from least to greatest?
924,205,No. Who's next on Student B's team? You're not ready? Who's next over here on Student T's team?,204,Seven and a half.,Walk us through your thinking there—how did you handle the fractions when you were subtracting one and five-sixths from eight and a half?,"[teacher] Interesting. Take a look at your two fractions, one-half and five-sixths. If you try to take five-sixths away from that one-half, what do you notice happens?","I see you subtracted the whole numbers to get seven, but if we're starting with a half and need to take away five-sixths, how does that change your total of seven and a half?",Walk us through your thinking on that—how did you handle the fractions when you were subtracting?
924,223,No. Sorry. Who's next on this team?,222,One and one sixth.,Tell us a bit more about your thinking there—how did you arrive at one and one sixth?,"One and one sixth. Interesting. If you have 8 wholes and you’re dividing them into groups that are each smaller than one, should your result be smaller or larger than the 8 you started with? Take another look at your answer and see if that fits what’s happening here.","One and one sixth—okay, so you're looking at how many five-sixths fit into one single whole. If that's how many we find in one, how could we use that to figure out how many are in all eight wholes?",Walk us through your thinking—how did you use the eight and the five sixths to get that result?
924,233,No. Student A? Student S?,232,Six and two thirds?,Six and two thirds. Can you walk us through the steps you took to arrive at that number?,"Six and two thirds. Talk us through how you arrived at that number, and then tell us how it compares to the estimate we made at the beginning of the problem.","Six and two thirds. Walk us through your process—how did you arrive at that six, and how does it change how we’re looking at the remainder?",How did you arrive at six and two thirds? Walk us through your thinking.
924,235,No. Student T?,234,Seven fifths?,Seven fifths? Walk us through your thinking—how did you arrive at that answer?,"Seven fifths? Take a moment to test that against the total we’re looking for. Does that amount get you closer to the target, or does it create a new problem?",Seven fifths? Walk us through your thinking—how did you use the numbers in the problem to arrive at that fraction?,Walk us through your thinking—how did you arrive at seven fifths?
924,241,"No. Back over here, Student S.",240,One and twenty-four hundredths?,How did you arrive at one and twenty-four hundredths? Walk us through your thinking.,"""Tell me more about how you arrived at that number. If you test that value against the total we're looking for, what do you notice happens?""",One and twenty-four hundredths—can you walk us through the steps you took to get to that value?,How did you arrive at one and twenty-four hundredths? Walk us through your thinking.
924,245,No. Who's next over here? Student A?,244,Two and a half?,Two and a half? Tell us more about how you worked that out.,"""Two and a half? Talk me through your process for that. If you test that value against the conditions we have on the board, does it get us to the result we're looking for?""",[teacher] Two and a half? Walk us through how you got to that value—what part of the problem made you think it would be two and a half?,How did you arrive at two and a half? Walk us through your thinking.
924,251,No. Let's give this side a turn. Student T?,250,One and twenty-five—,One and twenty-five hundredths—can you walk us through your thinking on how you arrived at that?,"""One and twenty-five... tell us more about how you arrived at that. If you try to apply that value to the problem we’re looking at, what do you notice happens?""",One and twenty-five hundredths—can you talk us through how you arrived at that value?,How did you arrive at that answer? Can you walk us through your thinking?
924,253,No. Student S?,252,9 remainder 4?,Walk us through your thinking there; how did you arrive at 9 remainder 4?,"9 remainder 4? If you multiply that 9 back by our divisor and add the 4, does it bring you back to our starting number? Try testing it out and see what happens.",You’re seeing a remainder of 4; walk us through how you arrived at that 9 and what that leftover amount represents in this problem.,Walk us through your thinking—how did you arrive at 9 remainder 4?
929,72,"No. All right. So all eyes up here. Student E and J, you need to be moved.",71,Eight.,"Okay, so you got eight. Can you explain how you used that multiplication fact to help you solve for Y in this problem?","[teacher] Let’s test that eight. If you plug it back into the equation we have on the board, does it make both sides equal, or do you run into a problem?","So you're using the fact that seven times eight is fifty-six to find your answer. If we know that seven times eight equals fifty-six, how does that help us prove that Y must be eight in this equation?","How did you arrive at eight, and can you explain how your steps connect back to the original equation?"
940,83,"No, what is the numerator?",82,4.,You noticed the number two; can you explain how taking two groups out represents two-thirds of the eighteen marbles?,"Try taking those 2 groups out and see how many marbles you have. If you started with 18 marbles total, does that amount look like it represents two-thirds of the whole set?","You're noticing that 2 in the numerator; if we take 2 of those groups like you suggested, how many marbles would we have in total, and how does that amount show us two-thirds of the 18?",How did you decide that the numerator tells us to take two groups out?
940,85,"No, what’s the numerator?",84,3.,Tell me more about that—how did you arrive at 4 based on the groups you’ve just made?,"If you try to take four marbles out of one of those groups of three, what happens? Look at the fraction 2/3 again—how does that 2 help you decide how many to actually take from each group?",You’re thinking 4; walk me through how that 4 relates to the 2 we have in our numerator.,How did you arrive at 4? Can you explain your thinking using the groups of marbles you have there?
940,113,"No, take 8 from –",112,Count .,Tell me more about what you would count and how that helps you find the amount the numerator is asking for.,"Go ahead and try counting them out that way, and let me know if that gets you to the total we need or if you notice something that doesn't quite fit.","So if we are counting, how does that numerator tell us exactly how many of those cars we need to count out?",How does the numerator help you decide which part of those groups you need to count?
940,143,No.,142,1?,You said 2; can you show me where you see that 2 in the groups we just made?,"Try coloring 1 in each group and let’s see. If you do that, does it match the top number in our fraction 2/3? Compare your circles to that number and tell me if you think we’ve colored enough.","So if coloring one shows us one-third, how many would we need to color to show two-thirds?","How did you decide on one, and how does that show we are taking two out of the three parts?"
994,468,"No, that’s too much. About how much does he make, Student M?",467,He makes about $296.00 –,What steps did you take to arrive at $296.00? Walk us through your thinking.,"""That’s a very specific number. If you were trying to do this math quickly in your head, how would using $296 compare to using a rounder number nearby?""",You’re estimating $296.00 for Lee. What information in the problem are you using to reach that total?,How did you arrive at $296.00? Walk us through your thinking.
995,92,"No, standard notation. Read me that number.",91,Nine plus nine –,I hear you starting to add those nines. How would we take those parts and write them together as one single number?,"If you add those nines together, what total would you get, and does that match the 9,000 we have at the start of your expanded notation?","I see you're focusing on those individual nines; when we put those four digits into their place value spots, how do we say that total number?",Tell me more about your thinking—how do those four separate parts you just listed come together to form one single number in standard notation?
1028,154,"No. You need to be polished. I'm sorry. He did associative property of addition. Then, what did he introduce?",153,Probability.,"""That’s an interesting connection to make. What was it about the way he grouped those apples that made you think of probability?""",Probability? Let’s look at the operation we’re using to group those apples. How does the idea of probability describe the way we are adding those numbers together?,"""Probability is a really interesting math concept, but if we look at how he is changing the order of those apples rather than the chance of picking one, what property is he using to move them around?""","What makes you say probability, and how does that connect to the way he is grouping the apples?"
1035,36,"No, count the numbers.",35,"One, three, four –","I see you're listing the values of the marks; if we want to find out the total number of scores in the group, how would we go about counting them?","If we list the values like that, how will we figure out the total number of scores we have in our group?","[teacher] You're listing each of the individual scores, like the one, the three, and the four—if we look at that whole list you're reading, how many total students' marks are we looking at?","""You’re listing the values, but how can we use those to figure out the total number of scores we have in this group?"""
1035,968,"No, how many values are we supposed to have here?",967,"5, 10, 15, 20.",I see you're skip-counting by fives; can you explain how those groups of five relate to the numbers we have on the board?,"If you use that count of twenty, take a look back at our data set and see if every single number we recorded actually fits into those groups.",So you're counting those by fives to get to 20—how can we use that total to check if we've included every single value from our list?,How does counting by fives like that help you determine the total number of values we're working with?
1036,295,"No, the sides.",294,It has .,Tell me more about what you’re noticing there—how does that part help you describe the hexagon?,"Tell me more about what you're seeing there. If you count those parts, does it match the six edges we need for a hexagon?","You noticed those corners! If we look at the space between each of those corners, how many sides can we count together?",What makes you say that? How can you explain your thinking by looking at the sides of the shape?
1044,323,"No, how do we calculate range? Student M how do we calculate range?",322,The smallest.,You’ve identified the smallest number; what do we do with that and the highest number to find the difference between them?,"If we only use the smallest number, how does that help us find the ""difference"" or the ""distance"" we were just talking about?","""So we start with the smallest number—what do we need to do with that smallest value and the highest value to find the difference between them?""",Tell me more about that—how do we use that smallest number and the highest number to find the total distance between them?
1047,159,"No, 32 is estimated to be what?",158,32 times –,"And if we’re looking for an estimate, what’s a friendlier number we could use instead of 32 to make that easier to solve in our heads?","Go ahead and try to estimate using 32. Does keeping it as 32 make the math quick enough to do in your head, or is there a way you could change it to make it easier to work with?","So you’re looking at that whole problem, 32 times 21—if we want to make that multiplication easier to estimate, what’s a friendlier number we could turn that 32 into?","How are you thinking about changing that 32 to make it a friendlier number to work with, and why does that choice make sense for an estimate?"
1056,42,No.,41,numbers?,What is it about those numbers that makes them look like lottery numbers to you?,"Think about what lottery numbers usually look like. Do these symbols follow that same pattern, or do you notice something different about how they are written?","""They do look like the symbols you might see on a ticket or a game board; looking at the way I wrote the 'one' and the 'two' for our teams, what do we call this specific system of writing numbers?""",What do you see in those numbers that makes you think of the lottery?
1056,44,"No. Student T, can you help her out?",43,numbers.,"""What do you mean by 'matched' numbers? Tell us more about how you're seeing them.""","Take a look at the labels ""Team 1"" and ""Team 2"" again. If those were lottery numbers, how would that help us track who is winning the game we just talked about?","[teacher] Matched numbers—I see, you’re looking at how they pair up with each team. If we’re using those numbers to label our groups and keep track of the score, what's the mathematical term for these kinds of counting numbers?",What is it about the way those symbols are written that makes you think of lottery numbers?
1057,180,No. Not credit.,179,Credit.,"What's your thinking behind ""credit""—how does that word connect to the idea of a negative number?","Think about when you get a credit on a gift card—does that take money away like a negative number, or does it add to your total?","You’re thinking about banking! If a credit is an amount added to an account, what is the opposite word we use for when money is taken out?",What’s your reasoning for thinking “credit” belongs with the negative words?
1058,317,No.,316,Boil the potatoes?,Tell me more about that—what would boiling the potatoes do to help us get them ready to be French fries?,"If we start by boiling them, what happens to the texture of the potato, and does that get us closer to a crunchy French fry or something else?","If we start by boiling them first, how does that change what we have to do next when we want to cut them into the shape of fries?",Why do you think boiling the potatoes would be the first step in the process of making French fries?
1059,217,"No,",216,Because it two sides.,Tell me more about what you’re seeing with those two sides; how do they compare to the other two?,"[teacher] Take a look at the lengths of those sides you're pointing to. If a rhombus has to have all four sides the same length, what do you notice when you compare those two sides to the others?","You're looking at the sides—tell me more about those two sides. If a rhombus needs all four sides to be equal, what do you notice about the sides of this shape?",
1098,203,No. Feet’s bigger.,202,Yards.,[teacher] You're thinking yards—can you explain what makes a yard bigger than a foot?,"If yards are bigger, how many feet do you think it would take to fill up one yard? Use the ruler and see if you can find the exact spot where they match up.","[teacher] You're right, yards are bigger—so if we have one yard, how many feet do we need to put together to reach that same length?",How do you know that a yard is bigger than a foot? Can you explain your reasoning?
1100,145,No.,144,Then you –,"Go ahead, tell me more about what you were going to do next.",Go ahead and try that step—then look at your result and tell me if that number feels like it's in the right ballpark for the problem we're solving.,Then you—what? Walk me through that next step you were about to take.,How did you determine that those numbers belong in those specific spots?
1100,432,No.,431,"You borrow, turn that to a 10.",Tell me more about your thinking there—how does it become a 10 if we already have a 1 in that column?,"Go ahead and try that. If you change it to a 10, what happens to the 1 that was already there?","I see you're bringing a ten over to that column; if you add that ten to the 1 that's already there, what new total do you have to subtract from?",How did you decide that should be a 10?
1100,436,No.,435,"Turn it into a 7, put a 1, 10.",,"[teacher] If you’re turning that into a 10, what digit was in that spot originally for you to borrow into?","So if you turn that into a 7 to get a 10, how does that 10 help us subtract the 1 in the next column?",How did you decide that value should become a 10?
1140,64,No.,63,Because it’s subtraction.,"Can you say more about that—if we subtract any two numbers, does the answer always have to be negative?","If that’s the rule, let’s test it out: if you have a positive 10 and you subtract 3, would that answer also be negative?","So if we are using subtraction to get there, what is it about the fifteen and the eight that tells us the result has to stay negative?",How does the fact that we are subtracting tell us for sure that the answer has to be negative?
1142,116,No. Negative four.,115,That would be a positive two.,Tell me more about how you’re arriving at a positive two.,"You’ve tried a few different values. Look at the five we have and the two we just calculated—how are you combining them, and which of your answers fits the operation left in the problem?","If we have a positive two from the multiplication, how does that combine with the other numbers we have left in the expression?",How did you arrive at positive two? Can you explain your thinking there?
1165,319,No.,318,Yep.,Seven hundred and sixty—can you walk us through the steps you took to get to that number?,"Tell us how you reached seven hundred and sixty—if you compare that to the original price, does the amount you’re ""saving"" match the discount percentage we are looking for?",Seven hundred and sixty? Tell us more about your process—how did you arrive at that total?,How did you arrive at seven hundred and sixty? Walk us through your steps.
1168,197,No. He’s afraid.,196,No.,What makes you say it wouldn’t be the correct one—how does nine tenths compare to the number we are looking for?,"Take a look at that 0.9 again. If you had to place it on a number line, would it be closer to zero or to nine? See if you can figure out how many more of those tenths you would need just to get to the number one.",[teacher] You’re saying no because that nine tenths isn’t the whole number nine we’re looking for; what is it about the way that number is written that tells us it’s only a small piece of a whole?,Why do you think nine tenths isn't the same as the whole number nine?
2024,105,No. Question? Yes?,104,I thought if I did that it would have a different answer.,That’s an interesting thought—what was it about adding them up that made you think the final number would come out differently?,"Go ahead and try adding those numbers together vertically on your paper. If you line them up by place value and find the sum, does it give you a different result than the number we just wrote down? See what you find.",That’s an interesting concern—you felt like the addition might lead to a different result than just lining up the digits. What made you think the total would change when you started adding them up?,Why do you think adding those values together would give you a different result than the number we just built?
2039,96,"No, octagon is eight. Octagon is eight. What's a six-sided? What's a six-sided, Student J?",95,Octagon.,"An octagon; tell me what you know about the ""oct-"" part of that word and how many sides that would give the shape.","Let’s think about that prefix ""octo-."" Where else have you heard that word, and how many legs or parts did that thing have?","An octagon has eight sides, but we are looking for a shape with six; does anyone remember the name of the six-sided figure that sounds a lot like the word ""six""?","""Let's think about that word 'octagon.' What does that prefix 'oct-' tell us about the number of sides, and where have you heard that prefix before?"""
2056,188,"No. Operations, what operations, Student D?",187,Understand.,"You're thinking of the first step in our problem-solving process! Once we understand the problem, what are the actual math actions we can choose from to solve it?","[teacher] We definitely need to understand the problem first, but if you were looking at two numbers, how would you use ""understand"" to change them into a new answer? Think about what symbols we use when we actually do the math.","You're right, understanding the problem is the very first step of our plan; once we understand it, what are the four math operations we can choose from to solve it?","How does ""understand"" work as a math operation to help us calculate an answer?"
2056,202,No. Student G?,201,Divide?,Tell me more about your thinking—how would division help us find the total weight on Jupiter?,"If we divide 35 by 2.53, will our answer be larger or smaller than 35? Looking at the chart, does one pound get heavier or lighter when it moves from Earth to Jupiter?","If we were to divide those 35 pounds by the 2 and 53/100, would that result in the dog weighing more or less on Jupiter than it does here on Earth?",What's your thinking behind choosing division for this problem?
2056,292,No.,291,"2, 2.",Walk me through your thinking there—what do those two 2s represent in the problem?,"If we add 2 plus 2 and get 4, how does 그 result compare to their weight on Earth, and does that fit with what we know about Mercury’s gravity?","You’re looking at those two pounds from Earth; if we add two and two together, how does that help us find their weight on a planet where gravity is much weaker?","Where are you getting those 2s from, and how would adding them tell us the weight on Mercury?"
2058,332,"No, no, no.",331,I was gonna say drop the decimal and –,Tell me more about that—what would be your next step after you drop the decimal?,"Interesting idea. Go ahead and try that on your paper, and let’s see if the answer you get still makes sense with the numbers we started with.","So, if we drop the decimal, what do those numbers become, and how does that help us solve the problem?","How would dropping the decimal help you solve this, and what is the reasoning behind that move?"
2086,157,No way.,156,"It would be 1,000.",[teacher] A thousand? Walk me through your thinking there—how does that connect to the seven dollars we're starting with?,"Let’s test that out. If each of your six friends got a thousand dollars, how much money would you have needed to start with?","[teacher] 1,000? Tell me more about your thinking there—if we only have about seven dollars to start with, what would happen if we tried to give each of those six friends 1,000?","How are you thinking about that? Walk us through how we would get 1,000 if we are only starting with seven dollars and fifty-four cents to share."
2093,79,No.,78,It would go on weight?,What makes you think volume would go under weight?,"""Let's test that. If I have a giant balloon filled with air and a tiny marble, which one has more volume, and which one has more weight?""",What’s the connection you see between how much space an object fills and how much it weighs?,What’s your thinking there—how do you see volume and weight connecting?
2093,194,"No, four times 16 is not 128.",193,But four would be 128.,Tell me more about how you got to 128—what was your thinking there?,"Hmm, take a look at the 80 ounces you got for five pounds and the 128 you got for four pounds—does that relationship make sense given what we know about how the weight should change?",Tell me more about how you calculated that 128—how does that number relate to the 16 ounces in each of those four pounds?,How did you come up with 128 for four pounds? Walk me through your thinking.
2188,58,No. It’s not a factor. Student K?,57,Factor?,You’re thinking about the relationship between these numbers. What made you choose the word ‘factor’ for the answer to a division problem?,"[teacher] Let’s test that. If we multiply factors together to get a product, does that same word still work for the result when we do the opposite and divide? Or do we need a different name for the answer to a division problem?","""You're thinking of how factors like seven and nine relate to sixty-three; when we divide to find that missing piece, what's the specific name for that answer?""","What makes you think of the word ""factor"" here? How does a factor relate to the numbers we're using in this division problem?"
2189,51,No.,50,.,"""I see how you're trying to sound that out; what clues in the spelling are you using to help you figure out the pronunciation?""",Look at the markings on the sides of this triangle and compare them to the equilateral one we just finished. What do you notice here that might make your answer not quite fit this shape?,"That’s a great observation—the three angles always add up to 180 degrees. If we know all three of those angles have to be exactly the same in an equilateral triangle, how could we use that 180 to figure out the measurement of just one of those angles?",What parts of the word are you looking at that lead you to that pronunciation?
2215,144,"No. Each person gets three slices, which will be looking like that is what we’re saying.",143,It’s gonna be three whole pizzas.,How did you arrive at three? Walk us through how those three pizzas would be shared so that each of the five people gets their three slices.,"If we have those three whole pizzas, try giving three slices to each of your five people and see if you have enough for everyone.","So, if we have those three whole pizzas, how many of our five people will be able to get their full three slices from them?",How did you come to that conclusion? Walk me through your thinking on how those three pizzas would be enough for all five people to get their three slices.
2215,258,"No, you were supposed to do this.",257,Cut three pizzas into fifths.,"If you were to draw those three pizzas and divide each one into fifths, how many total slices would we have, and how would that help us share them?","Try sketching that out—if you divide each of those three pizzas into fifths, how many total pieces will you end up with, and will that give everyone an equal amount?","If we cut those three pizzas into fifths like you're suggesting, how many total pieces would that give us to work with?","How would cutting three pizzas into fifths help us solve this, and what made you choose that strategy?"
2215,399,No. You cut them into –,398,One-thirds.,One-thirds. Talk us through your thinking—how did you decide that thirds would be the best way to divide those pizzas?,"If you cut them into thirds, how many pieces will you have in each pizza? Go ahead and test that out on your paper to see if that gives us enough pieces for everyone to get the three they need.","One-thirds. If we cut each of those pizzas into one-thirds, how many total pieces would that give us to share?",How did you determine that thirds would be the right way to divide those pizzas?
2216,181,"No, on one page.",180,950.,Walk me through your thinking—how are you visualizing those 950 words fitting onto a single page?,"If there are 950 words on just this one page, take a look at the size of the text—how many words would you expect to see in each line for that total to fit?","So if you’re thinking 950 words could fit on just one page, how does that change your idea about how many words are in the whole dictionary?",What makes you think 950 words would fit on just one page?
2222,28,No. 20 times 25—,27,30.,Tell me more about how you got 30—how are you connecting that to the 25s we were just counting by?,"If 2 times 25 is 30, let’s try subtracting that from our 58—what would we have left over, and what does that tell us about our estimate?","You’re thinking 30. How does that 30 help us connect back to the 25, 50, 75 pattern you just shared with us?",How did you arrive at 30? Walk us through your thinking.
2222,30,No. 2 times 25 is what?,29,40.,Tell me more about your thinking—how did you get to 30 when you put those two 25s together?,"Take a look at the pattern you just gave me: 25, 50, 75, 100. If we have two 25s, how does 30 fit into that sequence?","""You're thinking 30; how does that 30 connect back to the 25, 50, 75 sequence you just gave us for our groups?""",How did you arrive at 30? Walk us through your thinking there.
2239,129,"No, honey.",128,Mine says two percent.,Tell me more about that—how are you seeing two percent in those five parts?,"If each of those five parts is two percent, what would the total be when we put them all together?","[teacher] You’re seeing a two percent? If we have five parts and each one is two, what would that total be, and how does that help us get to 100?","How did you arrive at two percent, and how does that relate to the five parts we just found?"
2239,260,"No, it’s not, no.",259,It’s going to be 425.,"425? Interesting, walk me through how you calculated that from twelve-twenty-fifths.","""Take a look at that 425. If we are starting with 12 and splitting it into 25 groups, does it make sense for the result to be that much larger than the number we started with? How could you test that 425 to see if it brings you back to 12?""",You’re seeing 425—can you walk me through how you used the 12 and the 25 to get to that number?,How did you arrive at 425? Walk me through the steps you took to get that number.
2270,88,No.,87,.,Tell me more about how you got to that answer.,Interesting approach—try testing that logic against the 32 we just found and see if it still holds up.,"""You're thinking [Student's idea]? Tell us more about how you're seeing that connect to the 32 we just found.""",Can you explain the thinking you used to get that answer?
2273,190,No.,189,I did seven eighths plus one half.,Tell me more about your process for that—how did you handle the different denominators?,Go ahead and try to combine those two values; what happens when you try to add eighths and halves together like that?,"Okay, so you started with the seven eighths and the one half; how did you combine those two amounts to get to the next part of your total?",Can you explain your thinking behind that step and walk me through how you added those two fractions together?
2362,160,No.,159,mixed up 'cause that phrase right there can be used with anything.,Tell me more about that—how could that phrase point us toward a different operation depending on the situation?,,"So if those phrases can be used in many different ways, what is it about the way the paper is being handed out that helps us see why both addition and multiplication could work here?",Can you give an example of a situation where we would see that phrase but do something other than multiply?
2369,167,"No. What goes in that last column? $2220.00 We're just going to leave it rounded every time. We're not into decimals, so I'm just going to round it up. That would round, right? It's going to be 2220 that goes right there. Beautiful. Check your neighbor. That is right. Awesome. I have people that aren't even typically in this class that are doing what they're supposed to be doing. It goes there, sweetie. All right. Let's move on. Okay. Where do you think – what's our next animal? Okay. Where do you think the two turtle doves are?",166,184.,184? Tell me a little bit more about how you got that number—what parts were you looking at to find that total?,"Take a look at the total we had for the previous gift and the new cost we just found. If we are adding those together to get a ""total to date,"" how does 184 compare to the numbers we already have? Try to test that math again and see if that total is moving in the direction you’d expect.","184? Tell me more about where you're seeing that 184 on your paper, and how does that number help us calculate the new total for this last column?",
2369,190,No. You shouldn't have anything written there. Erase that.,189,I was adding these two.,"Tell me more about those two specific numbers—what do they represent in our chart, and how did you decide to add them together?","Take a look at what those two specific numbers represent in your columns. If you add those together, does that sum account for every gift we’ve bought since the first day, or is something being left out?","Oh, I see—you were adding those two specific values. If we combine those, what does that 4,770 represent in our chart, and how can we make sure we’ve also included the totals from the days before that?",Can you explain your thinking behind choosing those two specific numbers and how adding them together gives us the total for both days?
2369,219,"No. For 10 you're going to have one at the end. Awesome. Five. Fix it. You need 4,500 right here, then add it to that. Sorry. Okay. 450 times 10 is not – now what? What's 45 times 1? 45. Then you're just going to have these two zeros at the end. That total goes right here. Awesome. Let's move on. We probably won't finish. That's okay. Here we go. Are you ready? Okay. Calling birds are next. It goes on to the next page. We don't want to go back on the train. Is that what it is? Hold on.",218,Two.,You're seeing two zeros. Can you explain where those two zeros come from and how they help you figure out the final total for those 10 days?,You said there should be two zeros. Look at the answer you wrote down—does that number make sense for 10 groups of 450? Try to work through the multiplication again and see if you can figure out where those two zeros should go and how they change your total.,"You're seeing two zeros there—the one in 450 and the one in the 10. If we know those two zeros will be at the end of our answer, what does that tell us about where the 45 needs to go to show the total cost for all ten days?","Tell me more about that. How did you determine there should be two zeros, and how does that help you figure out the total for 450 times 10?"
2389,37,"No, it's 600.",36,Ain't the answer 240?,Walk us through how you got to 240 so we can see your thinking.,How did you arrive at 240? Try comparing your total to the groups of 150 that Student C wrote on the board and see if they match up.,"""You're thinking 240—can you walk us through the steps you took to reach that number so we can see how it compares to the 600 we just found?""",How did you arrive at 240? Can you walk us through your thinking?
2389,74,"No, continue what you're doing please. Student J, sit down. Student J, sit down. Everybody look at the board and see what he's doing. Where'd you get seven from?",73,Nine hundred?,Nine hundred? Walk us through your thinking there—how does that number help us figure out how many more miles we need to reach one thousand?,"""Let’s test that. If we add 900 more miles to the 632 we’ve already driven, how does that total compare to our 1,000-mile goal?""","Nine hundred? Tell us more about that. How does thinking about nine hundred help us work out the difference between 632 and 1,000?","Tell us more about that. How are you using nine hundred to help you find the difference between 632 and 1,000?"
2396,487,No.,486,Into ?,"Tell me more about your thinking—if we use 50, how does that help us subtract from 362?","If you pull out 50, what would the other part of that 70 be? Go ahead and try subtracting that 50 from 362 first and see if that makes the next step easier or harder for you.","If we pull out 50, what would be the other part of that 70, and how does starting with 50 help us subtract from 362?",How would pulling out a 50 help you subtract from 362?
2405,37,No. No.,36,"I had to add up 300, and – 3,200.",Tell me more about how you arrived at those specific numbers—what was your thinking as you calculated those totals?,"Take a look at that 3,200. If you add those together, does that total feel right for 45 times 8, or is there a part of your multiplication you want to re-examine?","So you’re looking at adding 300 and 3,200; how do those two amounts relate back to the multiplication you did with the 40 and the 5?","How did you arrive at 300 and 3,200 from the multiplication steps you just described?"
2430,265,"No, go .",264,Eighteen. It’s eighteen.,"Interesting, walk us through the steps you took to get from positive five and negative three to eighteen.",[teacher] Interesting. Walk us through your thinking—how does adding negative three to positive five land us at eighteen?,Eighteen? Tell us more about your thinking—how did you arrive at eighteen using the positive five and negative three?,How did you arrive at eighteen? Walk us through your thinking.
2452,148,"No, two and, two wholes and five-ninths. Pattern blocks. Those are not the pattern blocks. Student T, let me finish my lesson and then we’ll go over that. Yes. No, pattern blocks. Those. No, just the bag you are looking for. Take what you need out and then put them away. This is what you are looking for. Yep, yep. This is what you are looking for.",147,Two-fifths?,I see. Can you walk me through how you're seeing the two and the five in your picture?,"""You mentioned nine earlier, but now you’re thinking fifths. Use your pattern blocks to show me what one whole looks like. If you use those smaller pieces to cover it, how many does it take to fill the whole exactly? Try it out and see if that matches your fraction.""","""I see you're noticing the two wholes and those five shaded parts. If we look at just one of those whole blocks, how many of those small pieces would it take to cover the entire shape?""","Tell me how you're seeing that. How many equal parts make up one whole shape, and how many of those parts do we have shaded?"
2458,276,"No, not in this example. Student M?",275,Using equations?,"Tell me more about that—how would using an equation make your work more ""concise"" than writing it out in sentences?","If we use an equation, how does that help us meet the ""concise"" requirement compared to writing out a full sentence, and does it still show the same amount of work?","So, if we use equations to show our work, how does that help make our notation ""concise"" compared to writing it all out in words?",How would using equations make your work more clear and concise than writing it all out in words?
2476,383,"No, that's what was just said. What else might I be looking for?",382,Your Y axis.,The Y axis is a key part of those axes—what specific information or labels would I need to see on your Y axis to know it's complete?,"If you have your Y-axis labeled, look at your paper and tell me: would I be able to understand the whole story of your data, or is there something else still missing a name?","Exactly, the Y axis. If you have the Y axis drawn, what is its partner axis that we also need to make sure is clearly labeled?",Why would a mistake or a missing label on that Y-axis make it difficult for someone to understand the data you're showing?
2490,159,No. Reading it. Zero and -,158,Zero point -,"""Zero and—keep going, if we look at where that two landed in our chart, how would we finish naming that value?""",,"""You've got the 'Zero and' part started; now, looking at where that two lands in our place value chart, how would we finish the name of that number?""",How does the position of that last digit in our chart help us determine the correct way to say this value?
2522,80,No.,79,I multiplied 12 into 98.4.,"Interesting, can you walk us through how you used those two numbers to reach eight and two tenths?","Try doing that math on your paper—if you multiply 12 by 98.4, does it land you at 8.2?",You multiplied 12 into 98.4; can you explain your process for using multiplication to figure out how many times 12 fits into that total?,Can you explain how multiplying twelve and ninety-eight point four leads you to eight and two tenths?
2522,173,No. No.,172,.,Tell me more about that one—what features of a parallelogram do you see in the shape you've made?,Take a look at the sides and the angles you’ve created. How can you test that shape against our definition of a parallelogram to see if it fits?,"You’ve tilted the sides on that one—looking at those opposite lines, how can we tell if they are positioned in a way that makes this a parallelogram?",What properties of a parallelogram do you see in that shape that make you think it fits?
2522,192,No.,191,I'm just kind of trying out something.,Tell me more about what you’re trying out; how do you think this new shape connects to the properties of a parallelogram?,"Go ahead and try that out. Once you're finished, how can you check to see if that shape fits the rules for a parallelogram?","Since you're trying something out, what are you noticing about how this new shape compares to the triangle you started with?",How does the way you’re moving those pieces now help you create the parallel sides we’re looking for?
2524,214,No.,213,One.,"Tell me more about where you see that ""one"" in the problem and how it connects to the fraction bars we have in front of us.","Take a look at the expression for problem number two again; if we start with one whole, how does that compare to the first number written there?","You're seeing a one there; looking closely at problem number two, how does that one whole relate to the total amount we are starting with?","How did you determine that ""one"" is the whole number we are working with in this problem?"
2524,235,No.,234,Two more.,Tell me more about how you’re seeing those two more groups; where do you see them on our fraction bars?,"Let’s test that—if you have two more groups of two-fifths on top of the one we already found, how many fifths would that be altogether? Check your fraction bars and see if we have enough tenths to make that many.","You’re seeing two more groups; if we were to circle those two groups on our model, how many tenths would we end up using in total?",How did you see two more groups in the model? Can you explain your thinking?
